title,artist,genres,popularity,danceability,energy,tempo,valence,instrumentalness,acousticness,track_id,artist_id,Primary genre,final genre
FANCY,TWICE,k-pop; k-pop girl group; pop,69,0.697,0.874,132.018,0.775,0.0,0.0122,2qQpFbqqkLOGySgNK8wBXt,7n2Ycct7Beij7Dj7meI4X0,k-pop,Pop
Polaroid Love,ENHYPEN,anime; k-pop boy group,70,0.738,0.67,138.055,0.651,0.0,0.458,5elW2CKSoqjYoJ32AGDxf1,5t5FqBwTcgKTaWmfEbwQY9,anime,Other
MANIAC,Stray Kids,k-pop; k-pop boy group; pop,71,0.581,0.8,119.872,0.709,0.0,0.154,63irPUP3xB74fHdw1Aw9zR,2dIgFjalVxs4ThymZ67YCE,k-pop,Pop
Savage,aespa,k-pop girl group,69,0.727,0.879,146.959,0.671,1.17e-05,0.124,3dbLT62Cvs46Ju7a8gpr36,6YVMFz59CuY7ngCxTxjpxE,k-pop girl group,Other
HOT,SEVENTEEN,k-pop; k-pop boy group,69,0.765,0.777,111.944,0.64,2.58e-06,0.0539,6I2tqFhk8tq69iursYxuxd,7nqOGRxlXj7N2JYbgNEjYH,k-pop,Pop
Chasing That Feeling,TOMORROW X TOGETHER,k-pop; k-pop boy group,69,0.69,0.842,141.994,0.626,0.0,0.0153,0ZPjVmof45INEERgYfadtv,0ghlgldX5Dd6720Q3qFyQB,k-pop,Pop
Sugarcoat (NATTY Solo),KISS OF LIFE,5th gen k-pop; k-pop girl group,69,0.663,0.82,94.019,0.568,0.0,0.0339,0NoeYUnwpb9R26mpylHcR9,4TEK9tIkcoxib4GxT3O4ky,5th gen k-pop,Other
On The Ground,ROSÉ,k-pop,69,0.311,0.607,188.7,0.286,0.0,0.0174,2pn8dNVSpYnAtlKFC8Q0DJ,3eVa5w3URK5duf6eyVDbu9,k-pop,Pop
Sour Grapes,LE SSERAFIM,k-pop girl group,68,0.779,0.801,139.998,0.72,0.0,0.395,6wBpO4Xc4YgShnENGSFA1M,4SpbR6yFEvexJuaBpgAU5p,k-pop girl group,Other
Cookie,NewJeans,k-pop; k-pop girl group,70,0.847,0.638,156.935,0.661,0.0,0.0596,2DwUdMJ5uxv20EhAildreg,6HvZYsbFfjnjFrWF950C9d,k-pop,Pop
Next Level,aespa,k-pop girl group,69,0.82,0.852,109.036,0.82,5.94e-06,0.488,2zrhoHlFKxFTRF5aMyxMoQ,6YVMFz59CuY7ngCxTxjpxE,k-pop girl group,Other
That That (prod.&feat. SUGA of BTS),PSY,k-rap; korean old school hip hop,68,0.903,0.962,129.968,0.906,0.0,0.0302,7GNRUsU3M4XNDDB9xle5Dz,2dd5mrQZvg6SmahdgVKDzh,k-rap,Other
Given-Taken,ENHYPEN,anime; k-pop boy group,68,0.631,0.649,108.07,0.459,0.0,0.17,69WpV0U7OMNFGyq8I63dcC,5t5FqBwTcgKTaWmfEbwQY9,anime,Other
Stay With Me,CHANYEOL,k-pop,68,0.558,0.526,124.709,0.202,0.0,0.431,1HYzRuWjmS9LXCkdVHi25K,6jV25rzTKQ2zMgrqHha1V5,k-pop,Pop
Psycho,Red Velvet,k-pop; k-pop girl group,68,0.664,0.666,139.987,0.405,0.0,0.193,3CYH422oy1cZNoo0GTG1TK,1z4g3DjTBBZKhvAroFlhOM,k-pop,Pop
Some (feat. Lil Boi),SOYOU,k-pop,68,0.738,0.676,95.04,0.961,0.0,0.446,0g1AmSKokPboFrxmG1dxKx,3b4kLCI0ZJW47TFsNRqgCb,k-pop,Pop
ELEVEN,IVE,k-pop girl group,68,0.828,0.731,119.978,0.587,0.0,0.0617,7n2FZQsaLb7ZRfRPfEeIvr,6RHTUrRF63xao58xh9FXYJ,k-pop girl group,Other
ON,BTS,k-pop; k-pop boy group; pop,68,0.583,0.817,105.935,0.437,0.0,0.118,0fZRNhPJ4AGmwY7rkpdbqK,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,Pop
Stay Alive (Prod. SUGA of BTS),Jung Kook,k-pop,68,0.512,0.76,130.096,0.495,0.0,0.299,7CAdT0HdiQNlt1C7xk2hep,6HaGTQPmzraVmaVxvz6EUc,k-pop,Pop
0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,k-pop; k-pop boy group,68,0.584,0.836,104.973,0.484,0.0,0.0558,1Z8TPHiKeCUyClxV6WTTIf,0ghlgldX5Dd6720Q3qFyQB,k-pop,Pop
The Feels,TWICE,k-pop; k-pop girl group; pop,68,0.808,0.903,120.044,0.922,0.0,0.0899,308Ir17KlNdlrbVLHWhlLe,7n2Ycct7Beij7Dj7meI4X0,k-pop,Pop
Lovesick Girls,BLACKPINK,k-pop; k-pop girl group; pop,67,0.658,0.732,127.995,0.409,0.0,0.00513,1GMufNnkKAnPLnqKJ5HHxW,41MozSoPIsD1dJM0CLPjZF,k-pop,Pop
CASE 143,Stray Kids,k-pop; k-pop boy group; pop,67,0.812,0.89,100.006,0.69,0.0,0.0961,3O8G8eVrhfXTGttyQ1xVuq,2dIgFjalVxs4ThymZ67YCE,k-pop,Pop
러시안 룰렛 Russian Roulette,Red Velvet,k-pop; k-pop girl group,67,0.726,0.903,129.986,0.958,0.000225,0.055,5HiSc2ZCGn8L3cH3qSwzBT,1z4g3DjTBBZKhvAroFlhOM,k-pop,Pop
BOUNCY (K-HOT CHILLI PEPPERS),ATEEZ,k-pop; k-pop boy group,67,0.532,0.896,150.06,0.479,0.0,0.00869,5KyOUICJIvO0z71MBdPGiX,68KmkJeZGfwe1OUaivBa2L,k-pop,Pop
I CAN'T STOP ME,TWICE,k-pop; k-pop girl group; pop,67,0.657,0.88,150.084,0.769,0.0,0.121,37ZtpRBkHcaq6hHy0X98zn,7n2Ycct7Beij7Dj7meI4X0,k-pop,Pop
POP/STARS,K/DA,k-pop girl group,67,0.566,0.769,170.036,0.385,0.0,0.0183,5sbooPcNgIE22DwO0VNGUJ,4gOc8TsQed9eqnqJct2c5v,k-pop girl group,Other
Back Door,Stray Kids,k-pop; k-pop boy group; pop,66,0.82,0.842,107.952,0.653,0.0,0.157,0XuepwFJUcKN8T5zTqoP0F,2dIgFjalVxs4ThymZ67YCE,k-pop,Pop
Maria,HWASA,k-pop; korean talent show,66,0.658,0.749,128.909,0.442,2.03e-06,0.238,0ZeGfEAL5Rl4pd5LZBGuEK,7bmYpVgQub656uNTu6qGNQ,k-pop,Pop
LOVE SCENARIO,iKON,k-pop; k-pop boy group,66,0.806,0.707,118.009,0.746,0.0,0.331,3d3ELsqKlQ7WA0a10Isu3l,5qRSs6mvI17zrkJpOHkCoM,k-pop,Pop
Talk that Talk,TWICE,k-pop; k-pop girl group; pop,66,0.772,0.907,119.973,0.783,0.0,0.136,0RDqNCRBGrSegk16Avfzuq,7n2Ycct7Beij7Dj7meI4X0,k-pop,Pop
VERY NICE,SEVENTEEN,k-pop; k-pop boy group,66,0.746,0.898,121.967,0.879,0.0,0.0526,1Rrj7KyS2R6SP9CQMDJW1w,7nqOGRxlXj7N2JYbgNEjYH,k-pop,Pop
Rover,KAI,k-pop,66,0.629,0.806,186.022,0.545,0.000487,0.0212,3WUyu94psXrYV6HZbXgcFA,6iVo62B0bdTknRcrktCmak,k-pop,Pop
ANTIFRAGILE,LE SSERAFIM,k-pop girl group,66,0.882,0.797,105.025,0.824,0.0,0.0821,4fsQ0K37TOXa3hEQfjEic1,4SpbR6yFEvexJuaBpgAU5p,k-pop girl group,Other
Yet To Come,BTS,k-pop; k-pop boy group; pop,66,0.559,0.885,172.029,0.683,0.0,0.0432,10SRMwb9EuVS1K9rYsBfHQ,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,Pop
BIBI Vengeance,BIBI,k-pop; korean r&b,66,0.442,0.748,99.981,0.408,0.000128,0.0272,0ra3bPUOj2YnY4FJHXtgHZ,6UbmqUEgjLA6jAcXwbM1Z9,k-pop,Pop
Feel Special,TWICE,k-pop; k-pop girl group; pop,66,0.708,0.959,128.981,0.644,0.00188,0.0296,3Hz3tTQwOdM6XkA0ALB2G9,7n2Ycct7Beij7Dj7meI4X0,k-pop,Pop
Typa Girl,BLACKPINK,k-pop; k-pop girl group; pop,66,0.918,0.585,131.966,0.519,0.0,0.0627,3BHR1mJOqn2UZyq98YKPgd,41MozSoPIsD1dJM0CLPjZF,k-pop,Pop
Back for More (with Anitta),TOMORROW X TOGETHER,k-pop; k-pop boy group,66,0.785,0.897,115.916,0.891,0.0,0.0452,6uTPA1xlcsk6dbchB2dhzl,0ghlgldX5Dd6720Q3qFyQB,k-pop,Pop
Future Perfect (Pass the MIC),ENHYPEN,anime; k-pop boy group,66,0.658,0.9,156.096,0.526,0.0,0.0364,6PRy17C5LiiN7VCLS6IA98,5t5FqBwTcgKTaWmfEbwQY9,anime,Other
Way Back Home,SHAUN,k-pop,66,0.745,0.739,99.913,0.556,0.000183,0.405,3NxuezMdSLgt4OwHzBoUhL,72nLe76yBFSlP6VBzME358,k-pop,Pop
eight(Prod.&Feat. SUGA of BTS),IU,k-pop; pop,66,0.676,0.869,120.029,0.594,0.0,0.115,0pYacDCZuRhcrwGUA5nTBe,3HqSLMAZ3g3d5poNaI7GOU,k-pop,Pop
Bad Boy,Red Velvet,k-pop; k-pop girl group,65,0.714,0.736,149.985,0.814,0.0,0.191,5GKwq4sO5ZHKuWaDmdwMQc,1z4g3DjTBBZKhvAroFlhOM,k-pop,Pop
Butterfly,BTS,k-pop; k-pop boy group; pop,65,0.461,0.776,149.985,0.291,0.0,0.0149,3bjg5cbmuwDoS7e2dAWyRG,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,Pop
Good Boy Gone Bad,TOMORROW X TOGETHER,k-pop; k-pop boy group,65,0.475,0.695,100.009,0.552,0.0,0.0159,1HsSIPLTQT354yJcQGfEY3,0ghlgldX5Dd6720Q3qFyQB,k-pop,Pop
DARARI,TREASURE,k-pop boy group,65,0.716,0.638,84.955,0.552,0.0,0.486,0dcnrLo8s1rhjm8euGjI4n,3KonOYiLsU53m4yT7gNotP,k-pop boy group,Other
Beautiful,Crush,k-pop; korean r&b,65,0.416,0.41,110.252,0.219,0.0,0.843,6mzF8HvHdVrzJNd8M1uFCS,6aLdhHUqgdKE86xbtNmY8g,k-pop,Pop
MY BAG,(G)I-DLE,k-pop girl group,64,0.838,0.823,94.024,0.759,7.12e-05,0.0864,1t8sqIScEIP0B4bQzBuI2P,2AfmfGFbe0A0WsTYm0SDTx,k-pop girl group,Other
Red Flavor,Red Velvet,k-pop; k-pop girl group,66,0.709,0.917,125.042,0.515,0.0,0.0409,7nKQ5WAcjnG48knyLuo8gO,1z4g3DjTBBZKhvAroFlhOM,k-pop,Pop
Arson,j-hope,k-pop; k-rap,64,0.938,0.798,99.992,0.265,7.03e-05,0.00813,2QWEMqQMJR1KDf6hDjJOs6,0b1sIQumIAsNbqAoIClSpy,k-pop,Pop
LILAC,IU,k-pop; pop,64,0.738,0.89,114.942,0.75,1.89e-06,0.0895,5xrtzzzikpG3BLbo4q1Yul,3HqSLMAZ3g3d5poNaI7GOU,k-pop,Pop
クラムボンの瞑想- Meditation of Clammbon,磯田健一郎,unknown,33,0.364,0.314,83.878,0.26,0.845,0.984,5pjPli1o6JBDVxtdvWi4j8,3rFwskAbReckTSOvClgBCt,unknown,Other
spiral energy,invisible design,unknown,29,0.264,0.0231,69.752,0.0966,0.94,0.995,2pzqw1FKgDn5TkU7H4eSZI,0PGLAS23Jf5WcA4xaCmxLM,unknown,Other
Strange Clouds,Passepartout Duo,experimental classical,30,0.371,0.239,132.238,0.105,0.931,0.962,5Eb87XzrtYu9RYMOoCaqw5,0d3eodkjdUb9usBRDeFyn1,experimental classical,Other
My Hollow,yanaco,unknown,30,0.348,0.0831,55.834,0.0814,0.881,0.989,68RWlY6gBK3J1NFurEycvo,2uRX0L8p4Mdh293wJ7U8dq,unknown,Other
Bird Ambience,Masayoshi Fujita,experimental ambient; fourth world; j-ambient,22,0.378,0.0951,135.713,0.0533,0.727,0.544,5Ni3isgTBDXTr0lUXmoER1,6rp6bzwzVN7UtQVO6ld2vT,experimental ambient,Other
Gold Dust,kita kouhei,ambient synth; j-ambient,24,0.289,0.217,108.241,0.0375,0.77,0.883,7j1kjPYeQiGfk21JEk761r,3AFL0gBNnoNa2wb55tImS5,ambient synth,Other
Sweltering Drive,Masahiro Takahashi,fourth world,0,0.681,0.259,113.994,0.1,0.639,0.618,5BuOxxrd7WIgWMIO4pYVFQ,3lV9hq2ucA2hYlq4OmhhFR,fourth world,Other
Fluffy Clouds,David Cordero,drift; j-ambient; spanish experimental,30,0.183,0.0378,136.338,0.0364,0.956,0.995,2xWFZaS43yINyYgxF515fA,5yE5AG06GxRrh6Hw9qSJOQ,drift,Other
ease,Seizan Ishigaki,shakuhachi,28,0.158,0.0109,133.434,0.0359,0.953,0.992,06pU69J6u4taE4LK9ku2vb,2YVKRBTfIy4rKoqpwzkbO0,shakuhachi,Other
Anywhere,Yoshiaki Ochi,experimental percussion; fourth world,27,0.625,0.345,169.977,0.515,5.78e-05,0.792,49xldL6I0FcKyrfKZoFF3J,13mbePwXckXt3I7My0oypo,experimental percussion,Other
Postcards,The Kyoto Connection,j-ambient,29,0.082,0.0533,172.998,0.0305,0.912,0.961,6PiGxd8jyfWCGPojb4tpf5,6l13uPtVBgHB3gfpimh7Rb,j-ambient,Other
New Age,Night Tempo,denpa-kei; future funk,14,0.56,0.63,119.988,0.46,0.912,0.741,6Ibgsk6qCE5rUn0jMA4KxA,76B4kqqCUdVdAo9AG5LNWF,denpa-kei,Other
hope,Seizan Ishigaki,shakuhachi,26,0.196,0.0171,69.791,0.0337,0.911,0.993,6UqoRGlpMtKjVuBfVhioL5,2YVKRBTfIy4rKoqpwzkbO0,shakuhachi,Other
Esperanza / 希望,nubo,unknown,26,0.287,0.273,66.719,0.362,0.883,0.969,1DzMkx08Zq6aDDhsRDVnPb,0RtoXCR1PcmkcM2iZ3d8L6,unknown,Other
In the Wind - Moshimoss Rework,Daigo Hanada,compositional ambient; focus; japanese piano; neo-classical,26,0.0697,0.0804,75.931,0.0362,0.922,0.91,1UVQ4KZFm95FEjzgwZaQ6K,7kxdoQTibsQW5pOim1p2i3,compositional ambient,Other
Iyo No Hito,maya ongaku,unknown,25,0.496,0.463,176.132,0.656,0.665,0.741,0HwElc96e7sKvI8pOTvC2a,2dYBechVJjAf6bTo5se1N5,unknown,Other
honnkakuha,Michiru Aoyama,organic ambient,25,0.0788,0.0154,172.909,0.047,0.964,0.992,3SqTFpSAlMdl3J84674IWx,75cLQlfceOKJMop2LqS4Fu,organic ambient,Other
forsaken,Blut Own,hardwave,32,0.263,0.106,66.131,0.124,0.808,0.93,2aQ8wbTd9yDiVJdOnfYCIo,4NxHc6UYBR58ZBCM2vONQH,hardwave,Other
IQAMURAH,Vasola Punte,unknown,24,0.266,0.287,129.997,0.0818,0.909,0.95,0JITO1cwdcgGeUHltqryMK,3rxpGR9QZLc6tsY3N7lAOF,unknown,Other
Koboreta Hoshi to Tabishitara,kita kouhei,ambient synth; j-ambient,24,0.3,0.0493,87.108,0.0396,0.0692,0.981,4cN1xytfLHzkPQcEa9fllX,3AFL0gBNnoNa2wb55tImS5,ambient synth,Other
calling (slowed + reverb),widx.,unknown,28,0.348,0.124,131.855,0.0619,0.875,0.896,2B8HW5IGRVSDz1kUuANbSJ,0coIXI6j3BgwYiTxbhu5Un,unknown,Other
"Thousand Bells, Pt. 1",Yui Onodera,j-ambient,26,0.0838,0.224,79.87,0.0351,0.0104,0.947,066LIufqmFNfiXv6p7SMru,7mCcHxpwKyDj2aJZNGZP7e,j-ambient,Other
hue,Nobuhiro Okahashi,j-ambient,9,0.112,0.19,171.408,0.0372,0.921,0.901,2PRWUAyqmp0OA5i7VFseXl,4gAoGTuZFsbSGctCuiy7Py,j-ambient,Other
光の塵,Alaskan Tapes,pastoral,26,0.0642,0.0397,73.828,0.0289,0.904,0.95,3vqINomEEpyG7nlUfqbd49,5GHBk4xcO1UqlbyrUXv5dq,pastoral,Other
Communication,Sachi Kobayashi,drift,24,0.234,0.143,111.127,0.04,0.713,0.959,5tyASemkiCXFPUMOxtnnEN,7qYpCU93Ep6tVZTOJyg8bT,drift,Other
Körper,H.Takahashi,experimental ambient; fourth world; j-ambient,0,0.215,0.0066,215.898,0.155,0.778,0.986,22FN9G9qwPwABohAaYzcAg,3NOSJgRYEyW2zVyVRMbCSV,experimental ambient,Other
The Taste Blends in,Atelier Pink Noise,organic ambient,23,0.775,0.245,84.978,0.531,0.898,0.566,08JSkuAqcWuqX2QHgCxcnG,5h2W45T8yqbr65AL273Ikp,organic ambient,Other
Fragment,Nobuhiro Okahashi,j-ambient,9,0.167,0.24,83.029,0.0541,0.712,0.971,59Ky2k3xZhNnm1hSe6Oo8P,4gAoGTuZFsbSGctCuiy7Py,j-ambient,Other
What It Means to Me,Ex Confusion,drift; warm drone,23,0.269,0.22,75.397,0.087,0.958,0.995,7swpWyjiKAnAvaPvsK5kJ9,2L74iwWkXmtJwADx8DoK1E,drift,Other
June Love,松﨑裕子,unknown,19,0.179,0.0874,176.323,0.144,0.927,0.984,4HSkOnfpJuaB2bqe9p3n4L,0TeQGrpPuKgvdCHgVMyM3a,unknown,Other
Twilight Sea,Chihei Hatakeyama,ambient; drift; drone; experimental ambient; j-ambient,0,0.128,0.116,79.016,0.272,0.929,0.987,1yuOuQsQf1Lnz0OFAXfahW,4G1ZsxfEEztbE1VcnNInPg,ambient,Other
The Light of the Moon,Shiho Yabuki,fourth world; j-ambient,21,0.282,0.0982,70.491,0.0485,0.574,0.862,2mSK2CRkuK2S00KS4cPrFq,72H54BeNWF82wu5czm91VX,fourth world,Other
Make A Wish,Ai Yamamoto,eurobeat,21,0.201,0.0234,70.42,0.0379,0.866,0.926,6dBhSWJOUmFCvL27QmEDKa,3qldm1ZFkydAPhpEOCkcRE,eurobeat,Other
Wanderer,HAL ca,unknown,21,0.216,0.679,170.465,0.038,0.881,0.687,7d3AfivASmxXlmF93jFegO,4PtZB4ONshF7mdbYQgVWtm,unknown,Other
HereAfter,yanaco,unknown,27,0.152,0.516,81.667,0.179,0.91,0.838,76ZzbHJqu3jahM8IhaEHkW,2uRX0L8p4Mdh293wJ7U8dq,unknown,Other
Holy,Twon Lake,unknown,20,0.255,0.207,64.021,0.253,0.89,0.984,4tM5iliYtWcS5jSZCHc6rB,0DWNbLXfqQRTAZz7SJhYuB,unknown,Other
Afternoon Coastline,Hirotaka Shirotsubaki,drift; j-ambient,22,0.0952,0.0754,163.214,0.0259,0.96,0.99,2DJzac0etyt8fnN0X7xUh7,5ujHOCDCgJcR25vPFKlQ9N,drift,Other
Sea - Roméo Poirier Rework,Kumi Takahara,j-ambient,25,0.185,0.000754,106.531,0.0676,0.959,0.94,3XYZajjpjRFg2H2RJ1K9pY,061SWysWFkpgQ2h5Q3oaK5,j-ambient,Other
Blue Drizzling,Nami Sato,unknown,0,0.466,0.036,115.571,0.281,0.955,0.938,49FxWH10zFICH8HPAuNtsY,6e9uRUfWhvz2P3fI8EZGOb,unknown,Other
melt,morimoto naoki,j-ambient,20,0.183,0.129,125.955,0.0368,0.972,0.968,1OBYLRZN5dnufdxtTlmBZ1,3ppc3aHU5q1PGQZu42Uu1t,j-ambient,Other
sensory,gen asai,unknown,20,0.121,0.000268,74.077,0.35,0.93,0.994,5s55CnaMZgC7RRzZkUbAPC,4s1ecdG6K20lrCOSkqf7BR,unknown,Other
Cherry Blossom,Otomizu,unknown,0,0.371,0.0574,180.006,0.0508,0.897,0.986,49FgEirdzQYfzmDKwNynOI,0dMku1KNzCNGOIgZCsZhYT,unknown,Other
Float On,Yoshio Ojima,fourth world; j-ambient; japanese idm,20,0.324,0.152,128.093,0.0646,0.903,0.995,1gxfSEYoqHO3rUluVLFXRS,311stj8V2orjkfjvLrLvfa,fourth world,Other
londonderry air,Shin Ichikawa,unknown,20,0.839,0.154,118.136,0.127,0.874,0.953,0L7Xe1keIzxfM5Hvj6GYxD,0WIG2j7spGdLcNdYMdruHk,unknown,Other
Shimmer,Sachi Kobayashi,drift,21,0.223,0.0776,123.026,0.0432,0.934,0.994,0jTvgpEHQm15hXWJduwQMf,7qYpCU93Ep6tVZTOJyg8bT,drift,Other
ONE,Shinobu Nemoto,nu age,20,0.153,0.00101,133.347,0.028,0.682,0.889,3zOhZDocdY3Rfk9usRPBBt,6R94NSkCQlPD2rZClcxPAk,nu age,Other
Hana,Fumio Miyashita,fourth world; j-ambient,19,0.361,0.0724,120.129,0.04,0.911,0.978,3BEtkDxDmgwVVpTRbL89nX,1x5s5AcJ440n1gmUU0Tvgr,fourth world,Other
Ishiura (Abridged),Toshi Tsuchitori,fourth world,24,0.268,0.00118,199.234,0.0359,0.0758,0.805,5p4jRUhL9DRX8mbITOJRiS,7hXNts8FQfZudbAwVv5AWx,fourth world,Other
A Tale,Synagetic Voice Orchestra,unknown,0,0.265,0.237,159.979,0.109,0.868,0.873,7xCVZnISlnQ2v30xD6qGY1,4ajIjToZA6Hfqo3U2vQqeN,unknown,Other
sour cloud,Tetsu Inoue,ambient,0,0.207,0.269,64.803,0.0758,0.982,0.957,4UlHvguF9t6KpdCXq24qEP,48xy52hexfHntZtDNtIoNy,ambient,Other
It's Magical,Masayoshi Fujita,experimental ambient; fourth world; j-ambient,21,0.333,0.166,79.086,0.196,0.939,0.963,2x0KhigomZpvr9rGtCexgu,6rp6bzwzVN7UtQVO6ld2vT,experimental ambient,Other
Breaking Dawn,Chihei Hatakeyama,ambient; drift; drone; experimental ambient; j-ambient,0,0.291,0.0745,70.368,0.0517,0.889,0.968,7axrDVwVVxAHolvnddXG71,4G1ZsxfEEztbE1VcnNInPg,ambient,Other
Mirror#1,HAL ca,unknown,19,0.461,0.272,137.496,0.0676,0.88,0.939,0y6jbOUzzm5NuNOhsGijqb,4PtZB4ONshF7mdbYQgVWtm,unknown,Other
breeze,Masafumi Teruyama,unknown,6,0.116,0.181,80.557,0.0446,0.919,0.993,4YN7ukIc7Qfw7mCfCKIlcJ,7JvohrvesZBdTIDC2r1n7P,unknown,Other
Warm Rain in June I,Chihei Hatakeyama,ambient; drift; drone; experimental ambient; j-ambient,35,0.0879,0.0904,166.752,0.0332,0.831,0.982,6Le1Cc6RGvSJjOcqNmrVL0,4G1ZsxfEEztbE1VcnNInPg,ambient,Other
TO THE AIR/空へ,Haruomi Hosono,classic j-rock; j-ambient; japanese folk; japanese psychedelic; japanese singer-songwriter; japanese soundtrack; proto-techno,26,0.149,0.000128,71.107,0.396,0.872,0.972,2ssoK2Vqu6gzlyHhBwxi2w,370nbSkMB9kDWyTypwWYak,classic j-rock,Other
S_lowl Melancolic,Taeji Sawai,abstract; japanese experimental,18,0.167,0.446,136.263,0.36,0.17,0.914,37Jy5BoONDGV5sv7CZl5AN,36rvY7yVojHB2246EG0LV5,abstract,Other
Central Park,Hirotaka Shirotsubaki,drift; j-ambient,21,0.0637,0.0138,75.591,0.036,0.966,0.974,18KUtO1EEiOZ5ckovwf1hg,5ujHOCDCgJcR25vPFKlQ9N,drift,Other
蜘蛛の糸,coconoe,organic ambient,0,0.426,0.323,133.781,0.148,0.223,0.848,68juTig6XWjRTfDu3d1TxU,70ekC9BOgSlEQFRcLImPe4,organic ambient,Other
Resurrection,Makoto Nagata,unknown,18,0.0886,0.319,62.633,0.0859,0.95,0.917,3MxQrZEQwypKCEGsv9eGgh,5JV3x2QqxVu41zI33U6Bx0,unknown,Other
Wrapped,Akira Noumi,unknown,17,0.571,0.293,142.825,0.235,0.234,0.824,2hP5fvJv3YlaHsKHauQo8g,5tUffhZ8wsHXifLfzhwNPm,unknown,Other
birefringence,morimoto naoki,j-ambient,19,0.136,0.0547,75.441,0.0305,0.962,0.981,3cxBheYCzfiIHcyNdwXMEa,3ppc3aHU5q1PGQZu42Uu1t,j-ambient,Other
Ike,MEITEI,experimental ambient; fourth world; j-ambient; tape music,34,0.742,0.183,118.592,0.396,0.791,0.978,6tmWAG5SEJMqVDQmGDGvLp,5TS4DIOBGgEE6ysYh7yuii,experimental ambient,Other
Firing (feat. Shimatani Shoryu Kobo),Shinji Wakasa,j-ambient,18,0.313,0.132,112.046,0.0479,0.879,0.961,6zbYuGYwr34odkFt5KeJmv,0Z0FNsj58WHvVPj5RTkrNO,j-ambient,Other
Her After Bath,Weatherson,organic ambient,30,0.197,0.0189,68.182,0.114,0.958,0.944,65MUBBKx73ZZkDVTPaThnN,3Yw7s4Nk9zXpmqgNvDZ1ky,organic ambient,Other
The Horizon - Sphontik Mix,Sinner DC,unknown,18,0.171,0.469,97.059,0.0784,0.919,0.949,3fqNfyRgCE2O16iDIqmSIQ,5p2pns1DJ2vLnXidUv7y1E,unknown,Other
Under Water,Otomizu,unknown,19,0.124,0.0467,67.472,0.0397,0.949,0.984,1eRK03Al2xKms7tEV7baym,0dMku1KNzCNGOIgZCsZhYT,unknown,Other
Kansai,The Kyoto Connection,j-ambient,25,0.534,0.125,97.312,0.163,0.469,0.984,1lRmIEvPzmp1z2MB1Y2jzB,6l13uPtVBgHB3gfpimh7Rb,j-ambient,Other
Wash Away,KENJI KIHARA,drift; j-ambient,18,0.164,0.00934,69.413,0.0336,0.954,0.99,5ssOenJilur3jusYUMlxE5,4JsGTBZYjVz58foTVKslRi,drift,Other
hoshisayuru,Hakobune,drift; drone; j-ambient; nu age; warm drone,19,0.0882,0.157,74.457,0.0384,0.886,0.762,40vwaUbcDvJKO0lLdl4aWC,5tbEjgs7Twqh89pq5Ef161,drift,Other
Prepare,Akisai,j-ambient,19,0.246,0.239,144.168,0.0734,0.725,0.491,7uqejCQTcEWr9H9ivSBtAx,1XY5waae0wXhCO7Nuz3SF5,j-ambient,Other
The Big Blue Star Impossible to Imagine,ワールドスタンダード,unknown,17,0.74,0.0313,111.537,0.0912,0.504,0.281,4yKd720PDsj6ZadrmJ9ESa,5RptDaZ5MAjH5IYykyt3DI,unknown,Other
under the white moon of december,AOI,organic ambient,27,0.12,0.076,80.817,0.0349,0.828,0.907,1nJb0Xmwteqqxi3TlC4tT0,3GI4ib0hz1mAxLVdrQldsZ,organic ambient,Other
light seeing 3-3,Hideyuki Hashimoto,japanese piano,15,0.306,0.0298,48.199,0.159,0.941,0.984,4g075PjQ7O0idXks99Z64A,3NMfMCA11Xo7RUc91o64Og,japanese piano,Other
Look At My Snowman,Weatherson,organic ambient,29,0.159,0.00773,73.65,0.0366,0.897,0.982,4vHHYqYkDDuf8SZnraMjXV,3Yw7s4Nk9zXpmqgNvDZ1ky,organic ambient,Other
Silhouette,Nobuhiro Okahashi,j-ambient,7,0.202,0.319,127.775,0.117,0.943,0.963,5mmSEWXyuJ007o2qrEFBPx,4gAoGTuZFsbSGctCuiy7Py,j-ambient,Other
WASSER,INOYAMALAND,fourth world; j-ambient,25,0.175,0.195,86.803,0.0946,0.378,0.782,3OzrPtmhcFBHguQi4i0qAp,3nYCvyP4RxuKyEKygqxWHy,fourth world,Other
Still Space,Satoshi Ashikawa,fourth world; j-ambient,34,0.56,0.000281,72.023,0.942,0.932,0.994,7e7HTzbFsmLR0mg9QkwMPr,0O0TybCQ8Mib6g5AwnfXz5,fourth world,Other
Ice Copy,Hiroshi Yoshimura,ambient; fourth world; j-ambient,32,0.27,0.00157,62.892,0.0798,0.882,0.987,4YleYbTBE8XmKs5fhuu06c,1DGpHnPOpMYY780hcQHmPB,ambient,Other
Seiko 2,Yasuaki Shimizu,fourth world; japanese experimental; japanese jazz,35,0.229,0.283,88.045,0.0363,0.738,0.0692,7vRbhipDnha1XKNlsEeIVr,0Q14t6kRnPv4av49Rz5o6e,fourth world,Other
